request_id,batch_label,global_request_index,batch_request_index,passage_id,condition,rewritten_text,model_provider,model_name,model_version_or_snapshot,temperature,top_p,seed_if_available,prompt_template_id,prompt_template_sha256,source_text_sha256,rewritten_text_sha256,original_word_count,rewritten_word_count,length_ratio,rewritten_sentence_count,qc_status,qc_flags,created_utc,parse_status
TWAIN_HUCKLEBERRY_FINN_010__paraphrase,batch_C,747,27,TWAIN_HUCKLEBERRY_FINN_010,paraphrase,"We pushed off into the darkness on our raft. Anyone who still doubts the folly of handling a snakeskin, after all the trouble it caused us, will surely be convinced after reading what happened next. The best way to acquire a canoe is from rafts moored along the bank, but we found none, so we drifted for over three hours. The night turned gray and hazy, which is nearly as difficult as fog, making it impossible to discern the river's contours or see very far. It grew late and silent until a steamboat approached. We ignited our lantern, assuming they would spot us. Usually, upstream vessels avoid us by following the sandbars and seeking calmer water near the reefs, but on nights like this, they plow straight up the main channel.

We heard her heavy thumping before we could clearly see her. She headed directly toward us. Steamboats often do this to see how close they can get without making contact; sometimes the paddlewheel clips an oar, and the pilot just leans out to laugh, feeling quite clever. This one approached rapidly, and we realized she intended to graze us, yet she showed no sign of veering away. She was a massive vessel moving at high speed, resembling a dark cloud rimmed with glowing lights. Suddenly, she loomed large and terrifying, her furnace doors gaping like red-hot teeth, her immense bow and guards hanging directly above us. A shout rang out, followed by the jingling of engine-room bells, a flurry of swearing, and the hiss of escaping steam. As Jim leaped off one side and I off the other, she crashed directly through our raft.

I dove deep, intending to reach the riverbed, as I needed to ensure the thirty-foot paddlewheel had ample space to pass over me. I could typically hold my breath for a minute, but this time I suspect I stayed under for ninety seconds. Then, feeling as though I might burst, I shot toward the surface. I broke through up to my armpits, cleared the water from my nose, and gasped for air. Naturally, the current was powerful, and the steamboat resumed its engines only ten seconds after stopping, as they had little regard for those on rafts. She churned away upstream, vanishing into the gloom, though I could still hear her.

I called out for Jim repeatedly, but received no reply. I grabbed a passing plank while treading water and began pushing it toward the bank. Realizing the current was pulling toward the left, indicating I was in a river crossing, I adjusted my course accordingly.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,paraphrase_rewrite_prompts_v0.1.0,eb6b27652007789b19f682cb1781f572938c13f1fd92532580e0ebba1cc8eb63,2a10de2fbd24c3e2231e6fbe316806200cc8c2115b43b47bc3e3f5f6a72b206c,db9d82a9c940e96e994e2034601b16e0867a537a4f3c0ef68a8989b65af4793d,554,431,0.777978,24,warning,length_hard_warning,2026-05-29T11:44:38.848164+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_010__modernize,batch_C,748,28,TWAIN_HUCKLEBERRY_FINN_010,modernize,"We pushed off on the raft after dark. Anyone who still doubts that handling a snakeskin is bad luck, after everything that skin caused, will surely believe it after reading what happened next.

The best place to buy canoes is from rafts docked along the shore. We didn't see any rafts, so we traveled for over three hours. The night turned gray and hazy, which is almost as bad as fog. You couldn't make out the shape of the river or see very far. It grew late and quiet, and then a steamboat came up the river. We lit our lantern, assuming they would see it. Upstream boats usually didn't come near us; they typically stick to the sandbars and look for calmer water near the reefs. However, on nights like this, they plow straight up the channel against the full force of the current.

We could hear her pounding along, but we didn't see her clearly until she was close. She was heading straight for us. Steamboats often do that to see how close they can get without hitting you; sometimes the paddle wheel clips an oar, and the pilot just sticks his head out, laughs, and thinks he’s clever. She was coming fast, looking like a black cloud with rows of glowing lights. Suddenly, she loomed over us, massive and terrifying, with a long row of open furnace doors glowing like red-hot teeth, her monstrous bow and guards hanging directly above us. There was a shout, a jingling of bells to stop the engines, a flurry of swearing, and the whistling of steam. As Jim jumped overboard on one side and I on the other, she smashed straight through the raft.

I dived, aiming for the bottom, because a thirty-foot paddle wheel had to pass over me, and I wanted to ensure there was plenty of clearance. I could usually stay underwater for a minute; this time, I think I stayed under for a minute and a half. Then I shot to the surface, desperate for air. I popped up to my armpits, blew the water from my nose, and gasped. Naturally, the current was strong, and the boat restarted its engines just ten seconds after stopping, as they never cared much about raftsmen. She was already churning up the river, hidden in the thick weather, though I could still hear her.

I called out for Jim a dozen times, but I didn't get an answer. I grabbed a plank that brushed against me while I was treading water and headed for the shore, pushing it in front of me. I realized the current was drifting toward the left bank, which meant I was in a crossing, so I adjusted my course and headed that way.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,modernize_rewrite_prompts_v0.1.0,1bf0164e6707e33a9e79e2c3c98f27407c0d7cfafd312ce687f23bb80fd5f867,2a10de2fbd24c3e2231e6fbe316806200cc8c2115b43b47bc3e3f5f6a72b206c,9566d8752399d6e48491aad6d0681481879eaff036c8ef84f174f0f64b4c9596,554,458,0.826715,26,warning,length_soft_warning,2026-05-29T11:44:42.649535+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_010__simplify,batch_C,749,29,TWAIN_HUCKLEBERRY_FINN_010,simplify,"We pushed off on the raft after dark. Anyone who still doubts that handling a snakeskin is foolish, after everything that skin caused, will surely believe it now if they keep reading to see what else it brought upon us.

The best place to buy canoes is from rafts docked along the shore. However, we did not see any rafts, so we traveled for over three hours. The night turned gray and rather hazy, which is almost as bad as fog. You cannot make out the shape of the river, and you cannot see very far. It became very late and quiet, and then a steamboat came up the river. We lit our lantern, assuming they would see it. Boats heading upstream usually do not come near us; they stay out to follow the sandbars and look for calmer water near the reefs. On nights like this, however, they plow straight up the main channel against the full force of the river.

We could hear her pounding along, but we did not see her clearly until she was close. She was heading straight for us. Steamboats often do that, trying to see how close they can get without hitting you. Sometimes the paddle wheel clips an oar, and the pilot sticks his head out, laughing because he thinks he is very clever. Well, here she came, and we figured she was going to try to brush past us, but she did not seem to be turning away at all. She was a large boat, moving quickly, looking like a black cloud with rows of glowing lights. Suddenly, she loomed up, massive and terrifying, with a long row of open furnace doors glowing like red-hot teeth, her enormous bow and guards hanging right over us. There was a shout at us, a jingling of bells to stop the engines, a commotion of swearing, and the whistling of steam. As Jim jumped overboard on one side and I on the other, she smashed straight through the raft.

I dived, aiming for the bottom, because a thirty-foot paddle wheel had to pass over me, and I wanted to make sure there was plenty of room. I could usually stay underwater for a minute; this time, I think I stayed under for a minute and a half. Then I shot to the surface in a hurry because I was nearly bursting. I popped up to my armpits, blew the water from my nose, and gasped for air. Naturally, there was a strong current, and the boat started its engines again only ten seconds after stopping, as they never cared much for those on rafts. She was churning away up the river, hidden in the thick weather, though I could still hear her.

I called out for Jim about a dozen times, but I received no answer. I grabbed a plank that brushed against me while I was treading water and headed for the shore, pushing it in front of me. I managed to see that the current was drifting toward the left bank, which meant I was in a river crossing, so I changed direction and headed that way.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,simplify_rewrite_prompts_v0.1.0,7e0f3c94d39f6abcb13a77f701170ed88d65fb976d7629f01382688aa714c9a3,2a10de2fbd24c3e2231e6fbe316806200cc8c2115b43b47bc3e3f5f6a72b206c,8cc54ff7c31f3d710aa0539f2d646f9cc4d6dbda8716fa48f9ff8a6f4c8fa12e,554,525,0.947653,28,pass,,2026-05-29T11:44:46.450399+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_011__paraphrase,batch_C,750,30,TWAIN_HUCKLEBERRY_FINN_011,paraphrase,"One depicted a girl at a window gazing at the moon, tears streaming down her face; she held an open letter marked with black wax, pressing a chained locket to her lips, while the caption read, “And Art Thou Gone Yes Thou Art Gone Alas.” These were fine drawings, I suppose, yet they never appealed to me, as they gave me the jitters whenever I felt low. Everyone mourned her passing, for she had planned many more such works, and one could tell by her existing efforts what had been lost. Still, I figured that with her temperament, she was likely better off in the cemetery. She was laboring on what was considered her masterpiece when she fell ill, praying daily and nightly to survive until its completion, but that opportunity never arrived. It showed a girl in a long white dress standing on a bridge railing, prepared to leap, her hair loose, looking moonward with tears on her cheeks; she had two arms crossed over her chest, two extended forward, and two more reaching toward the moon—the plan was to determine which pair looked best and erase the rest; but, as I mentioned, she passed away before deciding, and now they kept the painting above her bed, adorning it with flowers each birthday. Otherwise, it remained hidden behind a small curtain. The girl in the image had a pleasant, sweet face, but the abundance of arms made her appear too much like a spider, in my opinion.

This girl maintained a scrapbook during her life, pasting in obituaries, accounts of accidents, and tales of suffering clipped from the Presbyterian Observer, accompanying them with original poetry. It was quite good verse. Here is what she composed regarding a boy named Stephen Dowling Bots who tumbled into a well and drowned:

ODE TO STEPHEN DOWLING BOTS, DEC’D

Did young Stephen grow ill,
 And did young Stephen die?
Did sorrowful hearts fill,
 And did the mourners cry?

No; such was not the destiny of
 Young Stephen Dowling Bots;
Though sorrowful hearts filled around him,
 It was not from sickness’ shots.

No whooping-cough racked his body,
 Nor dreary measles with spots;
Not these tarnished the sacred name
 Of Stephen Dowling Bots.

Rejected love brought no misery
 To that head of curly knots,
Nor did stomach ailments lay him low,
 Young Stephen Dowling Bots.

O no. Then listen with tearful eye,
 While I recount his fate.
His soul departed this cold world
 By falling down a well.

They retrieved him and drained him;
 Alas, it was too late;
His spirit had gone to frolic above
 In the realms of the good and great.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,paraphrase_rewrite_prompts_v0.1.0,eb6b27652007789b19f682cb1781f572938c13f1fd92532580e0ebba1cc8eb63,4b5589ffbe9e111e7e3d8c9000e26df70db86691df33145eedd46c17a1bac6d4,2ca3a93468d65f542c959854154791ee32f5f9ebebc2b00cd4ee4bbcafd6e1c7,568,440,0.774648,19,warning,length_hard_warning,2026-05-29T11:44:50.025493+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_011__modernize,batch_C,751,31,TWAIN_HUCKLEBERRY_FINN_011,modernize,"There was one showing a young lady at a window gazing up at the moon with tears streaming down her cheeks. She held an open letter with black sealing wax visible on one edge, and she was pressing a locket on a chain against her mouth. Underneath the picture, it read, “And Art Thou Gone? Yes, Thou Art Gone. Alas.” These were all fine pictures, I suppose, but I never really cared for them because whenever I felt a bit down, they always gave me the jitters. Everyone was sorry she died, as she had planned many more of these drawings, and one could see by her existing work what they had lost. Still, I figured that with her temperament, she was having a better time in the graveyard. She was working on what they called her masterpiece when she fell ill, and every day and night she prayed to live long enough to finish it, but she never got the chance. It was a picture of a young woman in a long white gown standing on a bridge railing, ready to jump, with her hair loose down her back. She was looking up at the moon with tears on her face, and she had two arms folded across her chest, two arms stretched out in front, and two more reaching up toward the moon. The idea was to see which pair looked best and then erase the others, but as I said, she died before she could decide. Now, they keep this picture above the head of her bed, and every year on her birthday, they hang flowers on it. At other times, it is hidden behind a small curtain. The young woman in the picture had a sweet face, but having so many arms made her look too much like a spider, if you ask me.

This young girl kept a scrapbook while she was alive, where she would paste obituaries, reports of accidents, and stories of patient suffering clipped from the Presbyterian Observer, adding her own original poetry underneath. It was very good poetry. This is what she wrote about a boy named Stephen Dowling Bots who fell down a well and drowned:

ODE TO STEPHEN DOWLING BOTS, DECEASED

Did young Stephen get sick,
And did young Stephen die?
Did the sad hearts grow heavy,
And did the mourners cry?

No; such was not the fate of
Young Stephen Dowling Bots;
Though sad hearts gathered round him,
It was not from sickness’ shots.

No whooping cough racked his frame,
Nor measles dreary with spots;
Not these impaired the sacred name
Of Stephen Dowling Bots.

Rejected love brought no woe
To that head of curly knots,
Nor did stomach troubles lay him low,
Young Stephen Dowling Bots.

Oh no. Then listen with tearful eye,
While I tell you of his fate.
His soul flew from this cold world
By falling down a well.

They pulled him out and drained him;
Alas, it was too late;
His spirit had gone to play above
In the realms of the good and great.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,modernize_rewrite_prompts_v0.1.0,1bf0164e6707e33a9e79e2c3c98f27407c0d7cfafd312ce687f23bb80fd5f867,4b5589ffbe9e111e7e3d8c9000e26df70db86691df33145eedd46c17a1bac6d4,90a28f91f73f4ce0ccc94bb2166fcc03f32ea5b97f03176cc705a0cff4e43276,568,512,0.901408,26,pass,,2026-05-29T11:44:52.938246+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_011__simplify,batch_C,752,32,TWAIN_HUCKLEBERRY_FINN_011,simplify,"There was one picture of a young lady at a window looking up at the moon with tears running down her cheeks. She held an open letter with black sealing wax on the edge, and she was pressing a locket on a chain against her mouth. Underneath the picture, it said, “And Art Thou Gone? Yes, Thou Art Gone, Alas.” These were nice pictures, I suppose, but I did not really like them because they always gave me the jitters whenever I felt a little sad. Everyone was sorry she died because she had planned many more of these pictures, and you could see by her work what they had lost. However, I figured that with her personality, she was having a better time in the graveyard. She was working on what they called her greatest picture when she got sick. Every day and night, she prayed to live long enough to finish it, but she never got the chance. It was a picture of a young woman in a long white gown standing on a bridge railing, ready to jump. Her hair was hanging down her back, and she was looking up at the moon with tears on her face. She had two arms folded across her chest, two arms stretched out in front, and two more reaching up toward the moon. The idea was to see which pair looked best and then erase the others, but as I said, she died before she could decide. Now, they kept this picture over the head of her bed, and they hung flowers on it every birthday. At other times, it was hidden behind a small curtain. The young woman in the picture had a sweet face, but having so many arms made her look too much like a spider to me.

This young girl kept a scrapbook while she was alive. She used to paste obituaries, reports of accidents, and stories of people suffering from the Presbyterian Observer into it, and she would write her own poetry to go with them. It was very good poetry. This is what she wrote about a boy named Stephen Dowling Bots who fell down a well and drowned:

ODE TO STEPHEN DOWLING BOTS, DECEASED

And did young Stephen sicken,
And did young Stephen die?
And did the sad hearts thicken,
And did the mourners cry?

No; such was not the fate of
Young Stephen Dowling Bots;
Though sad hearts round him thickened,
’Twas not from sickness’ shots.

No whooping-cough did rack his frame,
Nor measles drear with spots;
Not these impaired the sacred name
Of Stephen Dowling Bots.

Despised love struck not with woe
That head of curly knots,
Nor stomach troubles laid him low,
Young Stephen Dowling Bots.

O no. Then listen with tearful eye,
Whilst I his fate do tell.
His soul did from this cold world fly
By falling down a well.

They got him out and emptied him;
Alas, it was too late;
His spirit had gone to play above
In the realms of the good and great.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,simplify_rewrite_prompts_v0.1.0,7e0f3c94d39f6abcb13a77f701170ed88d65fb976d7629f01382688aa714c9a3,4b5589ffbe9e111e7e3d8c9000e26df70db86691df33145eedd46c17a1bac6d4,deb9ca67115af63ec6924b9d6a81cc8531e5a9c892695ad11bd81de6ab8bfb51,568,509,0.896127,28,pass,,2026-05-29T11:44:58.227279+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_012__paraphrase,batch_C,753,33,TWAIN_HUCKLEBERRY_FINN_012,paraphrase,"The following Sunday, we traveled about three miles to attend services, with everyone riding on horseback. The men carried their rifles, Buck included, holding them between their legs or leaning them conveniently against the walls. The Shepherdsons followed the same practice. The sermon was quite tedious, focusing on themes like brotherly love and similar tiresome topics; however, everyone praised it as an excellent message. They discussed it at length on the journey home, debating faith, good deeds, divine grace, and predestination with such intensity that it felt like one of the most exhausting Sundays I had ever experienced.

Roughly an hour after our midday meal, everyone was drowsing, either in their seats or their bedrooms, and the atmosphere grew quite stagnant. Buck and a dog lay sprawled on the lawn, fast asleep in the sunlight. I headed toward our room, intending to catch a nap myself. I discovered the lovely Miss Sophia standing in her doorway, which was adjacent to ours. She ushered me inside, closed the door quietly, and inquired if I liked her. I confirmed that I did. She then asked if I would perform a favor for her in secret, and I agreed. She explained that she had left her Testament in the church pew between two other volumes and requested that I sneak out, retrieve it, and keep the matter to myself. I promised to do so. I crept out and made my way up the road. The church was empty, save for a couple of hogs, as the building had no locks and the animals enjoyed the cool wooden floor during the summer heat. You might notice that most people only attend church when necessary, but hogs are different.

I pondered to myself that something was afoot; it seemed unnatural for a young woman to be so anxious over a Bible. I shook the book, and a small slip of paper fell out with the words “Half-past two” scribbled in pencil. I searched the rest of the volume but found nothing else. Unable to decipher the meaning, I tucked the paper back inside. Upon returning home and heading upstairs, I found Miss Sophia waiting at her door. She pulled me inside and locked it. She checked the Testament until she located the note, and upon reading it, her expression brightened. Before I could react, she hugged me tightly, called me the best boy in the world, and reminded me to tell no one. Her face flushed for a moment, and her eyes sparkled, making her look remarkably beautiful. I was quite surprised, but once I recovered, I asked what the note meant. She inquired if I had read it, and when I said no, she asked if I could read handwriting. I told her I could only read large print. She then claimed the paper was merely a bookmark to save her place, and told me I could go off and play.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,paraphrase_rewrite_prompts_v0.1.0,eb6b27652007789b19f682cb1781f572938c13f1fd92532580e0ebba1cc8eb63,7ab68fd9b47d33c8ab82eeea2cb41fb447be7ab3bd5cbccb0e6b6c86e312b977,740925043c8082078050fd93d0cdaef4ae861cb93362ae0c005699c90b5b04a1,562,487,0.866548,30,pass,,2026-05-29T11:45:04.493396+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_012__modernize,batch_C,754,34,TWAIN_HUCKLEBERRY_FINN_012,modernize,"The following Sunday, we all rode about three miles to church on horseback. The men brought their guns, Buck included, keeping them between their knees or leaning them conveniently against the wall. The Shepherdsons did the same. The sermon was quite tedious—all about brotherly love and similar boring topics—but everyone claimed it was excellent. They discussed it at length on the way home, talking so much about faith, good works, free grace, and predestination, and I don’t know what else, that it felt like one of the most exhausting Sundays I had ever experienced.

About an hour after dinner, everyone was dozing off in their chairs or rooms, and things got quite dull. Buck and a dog were stretched out on the grass in the sun, fast asleep. I went up to our room, thinking I would take a nap myself. I found the sweet Miss Sophia standing in her doorway, which was next to ours. She brought me into her room, closed the door very quietly, and asked if I liked her. I told her I did. She then asked if I would do her a favor without telling anyone, and I agreed. She explained that she had forgotten her Testament, leaving it in the church pew between two other books, and asked if I would slip out quietly, go get it, and keep it a secret. I agreed. I snuck out and headed up the road. There was nobody at the church except for a hog or two, as there was no lock on the door, and hogs enjoy a wooden floor in the summer because it stays cool. If you pay attention, most people only go to church when they have to, but a hog is different.

I said to myself that something was going on; it wasn't natural for a girl to be so anxious about a Testament. I gave it a shake, and a small piece of paper fell out with “Half-past two” written on it in pencil. I searched the book thoroughly but couldn't find anything else. I couldn't make sense of it, so I put the paper back in the book. When I got home and went upstairs, Miss Sophia was waiting for me in her doorway. She pulled me inside and shut the door. She looked through the Testament until she found the paper, and as soon as she read it, she looked delighted. Before I could even think, she grabbed me, gave me a hug, and said I was the best boy in the world, reminding me not to tell anyone. Her face was bright red for a moment, and her eyes lit up, which made her look incredibly pretty. I was quite surprised, but once I caught my breath, I asked her what the paper was about. She asked if I had read it, and I said no. She then asked if I could read handwriting, and I told her I could only read large print. She replied that the paper was just a bookmark to keep her place, and that I could go and play now.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,modernize_rewrite_prompts_v0.1.0,1bf0164e6707e33a9e79e2c3c98f27407c0d7cfafd312ce687f23bb80fd5f867,7ab68fd9b47d33c8ab82eeea2cb41fb447be7ab3bd5cbccb0e6b6c86e312b977,7c3dc7922ce4f48a09c079b92af270f34307a79eed928cc175c264a1fd2b82b6,562,519,0.923488,30,pass,,2026-05-29T11:45:15.700351+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_012__simplify,batch_C,755,35,TWAIN_HUCKLEBERRY_FINN_012,simplify,"The following Sunday, we all rode about three miles to church on horseback. The men brought their guns, including Buck, keeping them between their knees or leaning them against the wall. The Shepherdsons did the same. The sermon was quite dull, focusing on brotherly love and similar tiresome topics, yet everyone praised it. On the way home, they discussed faith, good works, free grace, and predestination so intensely that it felt like one of the most exhausting Sundays I had ever experienced.

About an hour after dinner, everyone was drowsy, either sitting in chairs or resting in their rooms, and things became very quiet. Buck and a dog were fast asleep on the grass in the sun. I went upstairs to our room, planning to take a nap myself. I found the sweet Miss Sophia standing in her doorway, which was next to ours. She pulled me into her room, closed the door quietly, and asked if I liked her. I told her I did. She then asked if I would do her a favor without telling anyone, and I agreed. She explained that she had forgotten her Testament at church, leaving it on the seat between two other books, and asked if I would sneak out, retrieve it, and keep it a secret. I agreed. I slipped out and walked up the road. The church was empty, except for a couple of hogs; there were no locks on the doors, and hogs enjoy the cool wooden floors during the summer. You might notice that most people only attend church when they have to, but hogs are different.

I thought to myself that something was going on, as it seemed strange for a girl to be so anxious about a Testament. I shook the book, and a small piece of paper fell out with “Half-past two” written on it in pencil. I searched the book thoroughly but found nothing else. Unable to understand the note, I put it back. When I returned home and went upstairs, Miss Sophia was waiting in her doorway. She pulled me inside and shut the door. She looked through the Testament until she found the paper, and upon reading it, she looked delighted. Before I could react, she hugged me tightly, called me the best boy in the world, and told me not to tell anyone. Her face turned bright red for a moment, and her eyes sparkled, making her look very pretty. I was quite surprised, but once I caught my breath, I asked her what the paper meant. She asked if I had read it, and I said no. She then asked if I could read handwriting, and I told her I could only read large, simple print. She replied that the paper was just a bookmark to keep her place and told me I could go play now.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,simplify_rewrite_prompts_v0.1.0,7e0f3c94d39f6abcb13a77f701170ed88d65fb976d7629f01382688aa714c9a3,7ab68fd9b47d33c8ab82eeea2cb41fb447be7ab3bd5cbccb0e6b6c86e312b977,bbeaa12e3f06dffe24ce1dcb1d8f841a695bd572e0c369c0f4242f28f099b36c,562,476,0.846975,30,warning,length_soft_warning,2026-05-29T11:45:20.835070+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_013__paraphrase,batch_C,756,36,TWAIN_HUCKLEBERRY_FINN_013,paraphrase,"Jim maintained that it was ghosts, but I countered, ""No, ghosts wouldn't exclaim, 'Dern the dern fog.'""

As soon as darkness fell, we pushed off. Once we reached the center of the river, we left the raft to drift with the current. We ignited our pipes, hung our feet over the edge, and chatted about various topics. We remained unclothed day and night, provided the mosquitoes allowed it; the new garments provided by Buck’s family were too fine to be cozy, and I never cared much for wearing clothes anyway.

At times, we had the entire river to ourselves for extended periods. Across the water lay the banks and islands, marked occasionally by a faint glimmer—a candle in a cabin window. Sometimes, we spotted similar lights on the water from a raft or flatboat, and perhaps we could hear the faint sound of a fiddle or a song drifting from those vessels. Life on a raft is wonderful. Above us, the sky was covered in stars, and we would lie on our backs, gazing upward and debating whether they were created or simply came into existence. Jim insisted they were made, but I argued they just happened; I figured it would have taken too long to create so many. Jim suggested the moon might have laid them, which seemed plausible enough that I didn't object, having seen a frog lay nearly as many, so it was clearly possible. We also watched for falling stars, observing them streak across the sky. Jim claimed they had gone bad and were tossed out of the nest.

Once or twice each night, we would watch a steamboat glide through the darkness. Occasionally, it would spew a multitude of sparks from its chimneys, which would rain down into the river, creating a beautiful sight. Then, it would round a bend, its lights would vanish, its noise would cease, and the river would return to silence. Eventually, its wake would reach us, long after the boat had passed, rocking the raft slightly. Afterward, there would be nothing to hear for an indefinite time, save perhaps for the sound of frogs.

After midnight, the people on the banks retired, leaving the shores in darkness for two or three hours without a single light in any cabin window. These lights served as our clock; the first one to reappear signaled that morning was approaching, prompting us to immediately seek a spot to hide and moor the raft.

One morning near dawn, I discovered a canoe and crossed a narrow channel to the main bank—a distance of only two hundred yards—and paddled about a mile up a creek through the cypress trees, hoping to gather some berries. Just as I passed a spot where a cowpath intersected the creek, two men came rushing down the path as fast as they could run. I feared I was finished, for whenever someone was chasing someone else, I assumed it was me—or perhaps Jim.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,paraphrase_rewrite_prompts_v0.1.0,eb6b27652007789b19f682cb1781f572938c13f1fd92532580e0ebba1cc8eb63,a4eeb08e2b2313ccf327f4dc51f24baa1ed636a6690a8871a610c713b87d1047,e97e1e1c5a500e0f981e0626f80b12403a93f9b2d9476e8739312f149e71920c,560,496,0.885714,24,pass,,2026-05-29T11:45:24.257384+00:00,json_ok
TWAIN_HUCKLEBERRY_FINN_013__modernize,batch_C,757,37,TWAIN_HUCKLEBERRY_FINN_013,modernize,"Jim said he thought it was ghosts, but I said, “No, ghosts wouldn’t say, ‘Darn the darn fog.’”

As soon as it was dark, we pushed off. Once we reached the middle of the river, we let the raft drift wherever the current took it. We lit our pipes, dangled our legs in the water, and talked about everything. We were always naked, day and night, whenever the mosquitoes allowed it; the new clothes Buck’s family made for me were too nice to be comfortable, and besides, I never really cared for clothes anyway.

Sometimes we had the entire river to ourselves for a long time. Over there were the banks and islands, and maybe a tiny spark—a candle in a cabin window. Sometimes on the water, you could see a spark or two from a raft or a flatboat, and you might hear a fiddle or a song drifting over from one of those boats. It’s lovely living on a raft. We had the sky above us, all speckled with stars, and we used to lie on our backs, look up at them, and argue about whether they were created or just happened. Jim believed they were created, but I figured they just happened; I thought it would have taken too long to make that many. Jim said the moon could have laid them, which sounded reasonable enough, so I didn’t argue, since I’ve seen a frog lay just about that many, so it could certainly be done. We also watched the shooting stars streak across the sky. Jim thought they had gone bad and were thrown out of the nest.

Once or twice a night, we would see a steamboat slipping through the dark, occasionally belching a cloud of sparks from its chimneys that would rain down into the river, looking beautiful. Then it would turn a corner, its lights would wink out, the noise would stop, and the river would be still again. Eventually, its wake would reach us, long after the boat was gone, rocking the raft a little. After that, you wouldn’t hear anything for a long time, except maybe for frogs or similar sounds.

After midnight, the people on shore went to bed, and for two or three hours, the banks were pitch black with no more sparks in the cabin windows. These sparks were our clock; the first one to reappear meant morning was coming, so we would immediately look for a place to hide and tie up.

One morning around daybreak, I found a canoe and crossed a channel to the main shore—it was only two hundred yards—and paddled about a mile up a creek through the cypress woods to see if I could find some berries. Just as I was passing a spot where a cowpath crossed the creek, two men came tearing down the path as fast as they could run. I thought I was finished, because whenever anyone was chasing someone, I assumed it was me—or maybe Jim.",google_gemini,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.2,1.0,20260526,modernize_rewrite_prompts_v0.1.0,1bf0164e6707e33a9e79e2c3c98f27407c0d7cfafd312ce687f23bb80fd5f867,a4eeb08e2b2313ccf327f4dc51f24baa1ed636a6690a8871a610c713b87d1047,30702e6f59c635c8e129fcf2a88ad061deadd7d06a973fa314e074f097773108,560,503,0.898214,23,pass,,2026-05-29T11:45:29.002810+00:00,json_ok
