text_id,passage_id,condition,true_author,centroid_author,burrows_delta,is_true_author_centroid,is_nearest_centroid,nearest_centroid_author,nearest_centroid_correct
AUSTEN_EMMA_005__original,AUSTEN_EMMA_005,original,austen,twain,0.758069833,0,0,wilde,0
AUSTEN_EMMA_005__original,AUSTEN_EMMA_005,original,austen,wilde,0.743395389,0,1,wilde,0
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,austen,0.673574104,1,1,austen,1
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,dickens,0.779165038,0,0,austen,1
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,poe,0.862700961,0,0,austen,1
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,shelley,0.891853332,0,0,austen,1
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,twain,0.883441241,0,0,austen,1
AUSTEN_EMMA_006__original,AUSTEN_EMMA_006,original,austen,wilde,0.760657742,0,0,austen,1
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,austen,0.866098862,1,0,wilde,0
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,dickens,0.888060079,0,0,wilde,0
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,poe,0.928747525,0,0,wilde,0
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,shelley,0.998186428,0,0,wilde,0
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,twain,0.873191147,0,0,wilde,0
AUSTEN_EMMA_007__original,AUSTEN_EMMA_007,original,austen,wilde,0.834827615,0,1,wilde,0
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,austen,0.679325403,1,1,austen,1
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,dickens,0.774630998,0,0,austen,1
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,poe,0.965248764,0,0,austen,1
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,shelley,0.86005868,0,0,austen,1
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,twain,0.816679015,0,0,austen,1
AUSTEN_EMMA_008__original,AUSTEN_EMMA_008,original,austen,wilde,0.740753311,0,0,austen,1
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,austen,0.852328465,1,0,wilde,0
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,dickens,0.933145617,0,0,wilde,0
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,poe,1.017968832,0,0,wilde,0
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,shelley,1.038510401,0,0,wilde,0
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,twain,0.913753982,0,0,wilde,0
AUSTEN_EMMA_009__original,AUSTEN_EMMA_009,original,austen,wilde,0.833060398,0,1,wilde,0
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,austen,0.818680897,1,1,austen,1
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,dickens,1.049965405,0,0,austen,1
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,poe,1.031200277,0,0,austen,1
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,shelley,1.047586697,0,0,austen,1
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,twain,0.993339781,0,0,austen,1
AUSTEN_EMMA_010__original,AUSTEN_EMMA_010,original,austen,wilde,1.081137483,0,0,austen,1
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,austen,0.752049241,1,0,wilde,0
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,dickens,0.776695447,0,0,wilde,0
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,poe,0.799221754,0,0,wilde,0
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,shelley,0.827249044,0,0,wilde,0
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,twain,0.87723032,0,0,wilde,0
AUSTEN_EMMA_011__original,AUSTEN_EMMA_011,original,austen,wilde,0.746341862,0,1,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,austen,0.68697704,1,0,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,dickens,0.651460979,0,0,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,poe,0.768745321,0,0,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,shelley,0.719799472,0,0,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,twain,0.6649905,0,0,wilde,0
AUSTEN_EMMA_012__original,AUSTEN_EMMA_012,original,austen,wilde,0.643110838,0,1,wilde,0
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,austen,0.871271739,1,1,austen,1
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,dickens,0.926869674,0,0,austen,1
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,poe,0.98012076,0,0,austen,1
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,shelley,0.969634666,0,0,austen,1
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,twain,0.939239267,0,0,austen,1
AUSTEN_EMMA_013__original,AUSTEN_EMMA_013,original,austen,wilde,0.884096922,0,0,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,austen,0.743319699,1,1,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,dickens,0.894914493,0,0,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,poe,1.051985031,0,0,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,shelley,0.960869288,0,0,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,twain,0.954114879,0,0,austen,1
AUSTEN_EMMA_014__original,AUSTEN_EMMA_014,original,austen,wilde,0.8989923,0,0,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,austen,0.644148609,1,1,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,dickens,0.762843172,0,0,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,poe,0.825860512,0,0,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,shelley,0.871562924,0,0,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,twain,0.747425046,0,0,austen,1
AUSTEN_EMMA_015__original,AUSTEN_EMMA_015,original,austen,wilde,0.72765052,0,0,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,austen,0.824791941,1,1,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,dickens,0.938609295,0,0,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,poe,1.037503771,0,0,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,shelley,1.044126985,0,0,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,twain,0.928910042,0,0,austen,1
AUSTEN_EMMA_016__original,AUSTEN_EMMA_016,original,austen,wilde,0.954705993,0,0,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,austen,0.699662319,1,1,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,dickens,0.837106785,0,0,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,poe,0.870963915,0,0,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,shelley,0.833004574,0,0,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,twain,0.834256583,0,0,austen,1
AUSTEN_EMMA_017__original,AUSTEN_EMMA_017,original,austen,wilde,0.773529486,0,0,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,austen,0.732919592,1,1,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,dickens,0.863343874,0,0,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,poe,0.932262766,0,0,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,shelley,0.914994942,0,0,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,twain,0.994703963,0,0,austen,1
AUSTEN_EMMA_018__original,AUSTEN_EMMA_018,original,austen,wilde,0.88498733,0,0,austen,1
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,austen,0.761975489,1,0,wilde,0
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,dickens,0.732298696,0,0,wilde,0
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,poe,0.846274884,0,0,wilde,0
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,shelley,0.837512642,0,0,wilde,0
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,twain,0.832569717,0,0,wilde,0
AUSTEN_EMMA_019__original,AUSTEN_EMMA_019,original,austen,wilde,0.680776313,0,1,wilde,0
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,austen,0.675749293,1,1,austen,1
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,dickens,0.822648159,0,0,austen,1
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,poe,0.92515945,0,0,austen,1
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,shelley,0.932300626,0,0,austen,1
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,twain,0.910168144,0,0,austen,1
AUSTEN_EMMA_020__original,AUSTEN_EMMA_020,original,austen,wilde,0.775613476,0,0,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,austen,0.928973067,1,1,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,dickens,1.044263521,0,0,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,poe,1.071651198,0,0,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,shelley,1.039137423,0,0,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,twain,1.074584926,0,0,austen,1
AUSTEN_EMMA_021__original,AUSTEN_EMMA_021,original,austen,wilde,1.052384923,0,0,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,austen,0.638612144,1,1,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,dickens,0.658976525,0,0,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,poe,0.691866575,0,0,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,shelley,0.704440068,0,0,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,twain,0.785060854,0,0,austen,1
AUSTEN_EMMA_022__original,AUSTEN_EMMA_022,original,austen,wilde,0.658822163,0,0,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,austen,0.728891477,1,1,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,dickens,0.730868237,0,0,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,poe,0.846580778,0,0,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,shelley,0.841581556,0,0,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,twain,0.834018456,0,0,austen,1
AUSTEN_EMMA_023__original,AUSTEN_EMMA_023,original,austen,wilde,0.746538372,0,0,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,austen,0.614249774,1,1,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,dickens,0.745655525,0,0,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,poe,0.780521503,0,0,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,shelley,0.766335896,0,0,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,twain,0.784612088,0,0,austen,1
AUSTEN_EMMA_024__original,AUSTEN_EMMA_024,original,austen,wilde,0.733206375,0,0,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,austen,0.813212846,1,1,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,dickens,0.936993193,0,0,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,poe,0.966035713,0,0,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,shelley,0.970063478,0,0,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,twain,0.97620665,0,0,austen,1
AUSTEN_EMMA_025__original,AUSTEN_EMMA_025,original,austen,wilde,0.922232139,0,0,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,austen,0.834803139,1,1,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,dickens,0.936903243,0,0,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,poe,1.10758859,0,0,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,shelley,1.036404221,0,0,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,twain,0.90240462,0,0,austen,1
AUSTEN_EMMA_026__original,AUSTEN_EMMA_026,original,austen,wilde,0.927852492,0,0,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,austen,0.665303368,1,1,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,dickens,0.862515718,0,0,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,poe,0.933092022,0,0,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,shelley,0.89137243,0,0,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,twain,0.986068467,0,0,austen,1
AUSTEN_EMMA_027__original,AUSTEN_EMMA_027,original,austen,wilde,0.857892979,0,0,austen,1
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,austen,0.648183998,1,0,shelley,0
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,dickens,0.675083869,0,0,shelley,0
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,poe,0.676260762,0,0,shelley,0
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,shelley,0.613079834,0,1,shelley,0
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,twain,0.824313105,0,0,shelley,0
AUSTEN_EMMA_028__original,AUSTEN_EMMA_028,original,austen,wilde,0.725488441,0,0,shelley,0
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,austen,0.687576596,1,1,austen,1
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,dickens,0.718548753,0,0,austen,1
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,poe,0.833029199,0,0,austen,1
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,shelley,0.808444375,0,0,austen,1
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,twain,0.711728476,0,0,austen,1
AUSTEN_EMMA_029__original,AUSTEN_EMMA_029,original,austen,wilde,0.765185551,0,0,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,austen,0.632986233,1,1,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,dickens,0.697063808,0,0,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,poe,0.784434659,0,0,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,shelley,0.683281211,0,0,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,twain,0.794390131,0,0,austen,1
AUSTEN_EMMA_030__original,AUSTEN_EMMA_030,original,austen,wilde,0.742536385,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,austen,1.101744554,1,0,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,dickens,1.085204628,0,0,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,poe,1.048181753,0,1,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,shelley,1.055908935,0,0,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,twain,1.101439795,0,0,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_001__original,AUSTEN_PRIDE_AND_PREJUDICE_001,original,austen,wilde,1.060445833,0,0,poe,0
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,austen,0.725630146,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,dickens,0.799902133,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,poe,0.817951723,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,shelley,0.79959793,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,twain,0.788493143,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_002__original,AUSTEN_PRIDE_AND_PREJUDICE_002,original,austen,wilde,0.823398656,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,austen,0.599615613,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,dickens,0.680157284,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,poe,0.814828836,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,shelley,0.722901077,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,twain,0.848244484,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_003__original,AUSTEN_PRIDE_AND_PREJUDICE_003,original,austen,wilde,0.755810129,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,austen,0.811885864,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,dickens,0.924910208,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,poe,0.966857479,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,shelley,0.894252087,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,twain,0.897157263,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_004__original,AUSTEN_PRIDE_AND_PREJUDICE_004,original,austen,wilde,0.881907953,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,austen,0.784889978,1,0,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,dickens,0.800347959,0,0,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,poe,0.863022444,0,0,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,shelley,0.759274341,0,1,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,twain,0.842227872,0,0,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_005__original,AUSTEN_PRIDE_AND_PREJUDICE_005,original,austen,wilde,0.773115348,0,0,shelley,0
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,austen,0.725103511,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,dickens,0.850863207,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,poe,0.872480466,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,shelley,0.892610748,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,twain,0.953179639,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_006__original,AUSTEN_PRIDE_AND_PREJUDICE_006,original,austen,wilde,0.847342003,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,austen,0.659679276,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,dickens,0.78004425,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,poe,0.822411021,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,shelley,0.78532868,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,twain,0.829208483,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_007__original,AUSTEN_PRIDE_AND_PREJUDICE_007,original,austen,wilde,0.696847682,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,austen,0.734694305,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,dickens,0.78612939,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,poe,0.861710462,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,shelley,0.743945281,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,twain,0.962447581,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_008__original,AUSTEN_PRIDE_AND_PREJUDICE_008,original,austen,wilde,0.837198651,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_009__original,AUSTEN_PRIDE_AND_PREJUDICE_009,original,austen,austen,0.75951656,1,1,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_009__original,AUSTEN_PRIDE_AND_PREJUDICE_009,original,austen,dickens,0.863043883,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_009__original,AUSTEN_PRIDE_AND_PREJUDICE_009,original,austen,poe,0.930006125,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_009__original,AUSTEN_PRIDE_AND_PREJUDICE_009,original,austen,shelley,0.908962848,0,0,austen,1
AUSTEN_PRIDE_AND_PREJUDICE_009__original,AUSTEN_PRIDE_AND_PREJUDICE_009,original,austen,twain,1.005852764,0,0,austen,1
